11914	2026-04-23 18:03:05	1	1	1	0
10847	2026-04-23 18:04:11	1	1	1	0
470	2026-04-23 18:04:24	1	1	1	0
10262	2026-04-23 18:07:34	1	1	1	0
10262	2026-04-23 18:07:49	1	1	1	0
108	2026-04-23 18:08:34	1	1	1	0
11229	2026-04-23 18:09:24	1	1	1	0
10145	2026-04-23 18:10:33	1	1	1	0
732	2026-04-23 18:10:46	1	1	1	0
10284	2026-04-23 18:11:27	1	1	1	0
855	2026-04-23 18:14:01	1	1	1	0
10110	2026-04-23 18:14:15	1	1	1	0
15	2026-04-23 18:15:35	1	1	1	0
10887	2026-04-23 18:52:15	1	1	1	0
10973	2026-04-23 19:02:27	1	1	1	0
10755	2026-04-23 19:37:01	1	1	1	0
872	2026-04-24 07:30:10	1	1	1	0
11384	2026-04-24 07:30:23	1	1	1	0
8615	2026-04-24 07:32:32	1	1	1	0
10755	2026-04-24 07:55:14	1	1	1	0
12124	2026-04-24 07:55:58	1	1	1	0
2547	2026-04-24 07:56:05	1	1	1	0
10887	2026-04-24 07:57:42	1	1	1	0
2557	2026-04-24 07:59:59	1	1	1	0
11308	2026-04-24 08:00:03	1	1	1	0
10973	2026-04-24 08:00:19	1	1	1	0
11914	2026-04-24 08:00:57	1	1	1	0
11266	2026-04-24 08:03:08	1	1	1	0
10496	2026-04-24 08:04:00	1	1	1	0
10273	2026-04-24 08:04:12	1	1	1	0
855	2026-04-24 08:05:39	1	1	1	0
11231	2026-04-24 08:07:21	1	1	1	0
11229	2026-04-24 08:07:26	1	1	1	0
11772	2026-04-24 08:09:15	1	1	1	0
11209	2026-04-24 08:09:52	1	1	1	0
10110	2026-04-24 08:13:22	1	1	1	0
10635	2026-04-24 08:13:31	1	1	1	0
108	2026-04-24 08:18:58	1	1	1	0
470	2026-04-24 08:25:03	1	1	1	0
12002	2026-04-24 08:27:53	1	1	1	0
732	2026-04-24 08:28:10	1	1	1	0
2544	2026-04-24 08:28:32	1	1	1	0
203	2026-04-24 08:57:21	1	1	1	0
